问题ID,问题类型,问题子类型,参与者,运行,摄像机ID,sample_name,action_annotation序号,动作,对象,差异字段,动作标注_start_idx,动作标注_end_idx,动作标注_start,动作标注_end,segmentation_start_idx,segmentation_end_idx,segmentation_start,segmentation_end,segmentation_start减动作标注_帧,segmentation_end减动作标注_帧,segmentation_start减动作标注_毫秒,segmentation_end减动作标注_毫秒,动作标注时长_帧,segmentation时长_帧,manifest缓存帧数,manifest匹配动作标注时长,manifest匹配segmentation时长,动作标注start匹配相机时间戳,动作标注end匹配相机时间戳,segmentation_start匹配相机时间戳,segmentation_end匹配相机时间戳,动作标注start时间实际匹配帧索引,动作标注start索引偏移_帧,动作标注end时间实际匹配帧索引,动作标注end索引偏移_帧,segmentation_start时间实际匹配帧索引,segmentation_start索引偏移_帧,segmentation_end时间实际匹配帧索引,segmentation_end索引偏移_帧,相机时间戳_动作标注start_idx,相机时间戳_动作标注end_idx,相机时间戳_segmentation_start_idx,相机时间戳_segmentation_end_idx,无效时间戳帧索引,无效时间戳文件行号,无效时间戳原值,前一个有效时间戳帧索引,前一个有效时间戳,后一个有效时间戳帧索引,后一个有效时间戳,是否连续尾部无效值,该帧是否晚于最后动作end_idx,该帧是否位于任一动作区间,最后动作end_idx,距最后动作帧数,审计判断,标签生成建议,人工复核状态,动作标注来源文件,动作标注来源行号,segmentation来源文件,segmentation来源行号,相机时间戳来源文件,动作标注start对应时间戳行,动作标注end对应时间戳行,segmentation_start对应时间戳行,segmentation_end对应时间戳行,manifest来源文件,manifest来源行号,审计日期,备注
TS-022,无效时间戳,1970占位时间戳,D,run_14,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190,4191,19700101_010000_000000,4189,20260313_112553_241582,,,是,是,否,3914,276,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_14\run_14_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_14\001484412812\20260313_112328_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-023,无效时间戳,1970占位时间戳,D,run_15,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6377,6378,19700101_010000_000000,6376,20260325_101034_595253,,,是,是,否,6247,130,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_15\run_15_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_15\001484412812\20260325_100656_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-024,无效时间戳,1970占位时间戳,D,run_16,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165,2166,19700101_010000_000000,2164,20260325_101242_431541,,,是,是,否,2013,152,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_16\run_16_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_16\001484412812\20260325_101125_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-025,无效时间戳,1970占位时间戳,D,run_17,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,1938,19700101_010000_000000,1936,20260325_101426_661150,,,是,是,否,1789,148,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_17\run_17_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_17\001484412812\20260325_101317_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-026,无效时间戳,1970占位时间戳,D,run_19,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,5086,19700101_010000_000000,5084,20260325_102259_273851,,,是,是,否,4974,111,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_19\run_19_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_19\001484412812\20260325_102004_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-027,无效时间戳,1970占位时间戳,D,run_25,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,1743,19700101_010000_000000,1741,20260325_103543_923733,,,是,是,否,1622,120,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_25\run_25_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_25\001484412812\20260325_103441_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-028,无效时间戳,1970占位时间戳,D,run_26,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429,3430,19700101_010000_000000,3428,20260325_103817_435926,,,是,是,否,3183,246,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_26\run_26_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_26\001484412812\20260325_103618_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-029,无效时间戳,1970占位时间戳,D,run_28,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800,5801,19700101_010000_000000,5799,20260325_104605_826821,,,是,是,否,5632,168,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_28\run_28_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_28\001484412812\20260325_104247_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-030,无效时间戳,1970占位时间戳,D,run_29,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,1950,19700101_010000_000000,1948,20260325_104824_116196,,,是,是,否,1742,207,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_29\run_29_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_29\001484412812\20260325_104714_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-031,无效时间戳,1970占位时间戳,D,run_31,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,1261,19700101_010000_000000,1259,20260325_105201_623884,,,是,是,否,1115,145,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_31\run_31_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_31\001484412812\20260325_105114_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-032,无效时间戳,1970占位时间戳,D,run_32,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009,3010,19700101_010000_000000,3008,20260325_105438_541022,,,是,是,否,2735,274,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_32\run_32_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\D\run_32\001484412812\20260325_105253_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-033,无效时间戳,1970占位时间戳,J,run_6,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,2186,19700101_010000_000000,2184,20260316_121412_537718,,,是,是,否,1871,314,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_6\run_6_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_6\001484412812\20260316_121254_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-034,无效时间戳,1970占位时间戳,J,run_7,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187,2188,19700101_010000_000000,2186,20260316_121615_852360,,,是,是,否,1875,312,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_7\run_7_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_7\001484412812\20260316_121458_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-035,无效时间戳,1970占位时间戳,J,run_8,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3696,3697,19700101_010000_000000,3695,20260316_121920_095938,,,是,是,否,3297,399,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_8\run_8_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_8\001484412812\20260316_121712_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-036,无效时间戳,1970占位时间戳,J,run_10,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258,2259,19700101_010000_000000,2257,20260316_122816_725533,,,是,是,否,1968,290,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_10\run_10_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_10\001484412812\20260316_122656_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-037,无效时间戳,1970占位时间戳,J,run_11,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192,2193,19700101_010000_000000,2191,20260316_123012_927996,,,是,是,否,1898,294,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_11\run_11_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_11\001484412812\20260316_122854_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-038,无效时间戳,1970占位时间戳,J,run_12,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4067,4068,19700101_010000_000000,4066,20260316_123358_846553,,,是,是,否,3665,402,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_12\run_12_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_12\001484412812\20260316_123138_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-039,无效时间戳,1970占位时间戳,J,run_13,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5722,5723,19700101_010000_000000,5721,20260316_123951_658074,,,是,是,否,5417,305,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_13\run_13_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_13\001484412812\20260316_123636_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-040,无效时间戳,1970占位时间戳,J,run_14,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223,2224,19700101_010000_000000,2222,20260316_124228_019668,,,是,是,否,1929,294,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_14\run_14_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_14\001484412812\20260316_124109_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-041,无效时间戳,1970占位时间戳,J,run_15,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215,2216,19700101_010000_000000,2214,20260316_124508_104980,,,是,是,否,1912,303,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_15\run_15_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_15\001484412812\20260316_124349_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-042,无效时间戳,1970占位时间戳,J,run_16,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945,3946,19700101_010000_000000,3944,20260316_124849_222215,,,是,是,否,3577,368,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_16\run_16_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_16\001484412812\20260316_124632_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-043,无效时间戳,1970占位时间戳,J,run_17,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213,5214,19700101_010000_000000,5212,20260316_125656_597241,,,是,是,否,4974,239,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_17\run_17_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_17\001484412812\20260316_125357_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-044,无效时间戳,1970占位时间戳,J,run_18,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,2199,19700101_010000_000000,2197,20260316_125953_912973,,,是,是,否,1933,265,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_18\run_18_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_18\001484412812\20260316_125835_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-045,无效时间戳,1970占位时间戳,J,run_19,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,2125,19700101_010000_000000,2123,20260316_130142_470681,,,是,是,否,1878,246,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_19\run_19_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_19\001484412812\20260316_130026_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-046,无效时间戳,1970占位时间戳,J,run_21,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,3520,19700101_010000_000000,3518,20260316_130604_856385,,,是,是,否,3149,370,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_21\run_21_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_21\001484412812\20260316_130402_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-047,无效时间戳,1970占位时间戳,J,run_22,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242,5243,19700101_010000_000000,5241,20260318_144207_506012,,,是,是,否,4967,275,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_22\run_22_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_22\001484412812\20260318_143907_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-048,无效时间戳,1970占位时间戳,J,run_27,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481,2482,19700101_010000_000000,2480,20260318_145559_876655,,,是,是,否,2232,249,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_27\run_27_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_27\001484412812\20260318_145432_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-049,无效时间戳,1970占位时间戳,J,run_28,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,1930,19700101_010000_000000,1928,20260318_145751_735952,,,是,是,否,1697,232,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_28\run_28_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_28\001484412812\20260318_145642_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-050,无效时间戳,1970占位时间戳,J,run_29,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676,2677,19700101_010000_000000,2675,20260318_150001_058708,,,是,是,否,2276,400,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_29\run_29_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_29\001484412812\20260318_145826_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-051,无效时间戳,1970占位时间戳,J,run_32,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,2161,19700101_010000_000000,2159,20260323_102040_053476,,,是,是,否,1864,296,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_32\run_32_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_32\001484412812\20260323_101923_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
TS-052,无效时间戳,1970占位时间戳,J,run_33,001484412812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289,2290,19700101_010000_000000,2288,20260323_102311_080045,,,是,是,否,2021,268,无效值位于最后一个动作之后，不参与任何已标注动作边界；属于连续视频尾部时间戳损坏/占位值,读取连续流时丢弃该无效时间戳帧；不得用1970值插值。若图像帧仍需保留，须根据相邻有效帧和视频PTS另行重建时间戳并记录方法,待用户确认,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_33\run_33_annotations.csv,,,,D:\Junxi_data\stage_2_data_for_annotation\Dataset_thermal_crimper_stage_2_raw\kinect\J\run_33\001484412812\20260323_102149_timestamp.csv,,,,,,,2026-08-07,无效判定规则：时间戳字符串以1970开头；来源行号包含CSV表头
